bill_code,name,category_id,barcode,tax_id,mrp,selling_price,cost_price,landing_cost,stock_qty
5100100,TOOTH PICK,HOME APPLIENCES,9000000010017,GST 18%,130,100,67,67,45
5200750,TISSUE BOX,HOME APPLIENCES,9000000020016,GST 18%,900,750,306,306,12
5301400,SS STEP BIN,HOME APPLIENCES,9000000030015,GST 12%,1499,1400,924,924,2
5402250,SS DUST BIN,DUST BIN,9000000040014,GST 12%,2399,2250,1465,1465,2
5502550,SS STEP BIN,DUST BIN,9000000050013,GST 12%,2750,2550,1370,1370,4
5600580,SOAP DISPENSAR ,HOME APPLIENCES,9000000060012,GST 18%,599,580,312,312,6
5700580,SOAP DISPENSAR ,HOME APPLIENCES,9000000070011,GST 18%,599,580,312,312,6
5800590,SOAP DISPENSAR ,HOME APPLIENCES,9000000080010,GST 18%,599,590,479,479,6
5900430,SOAP DISPENSAR ,HOME APPLIENCES,9000000090019,GST 18%,449,430,237,237,6
6000555,SOAP DISPENSAR ,HOME APPLIENCES,9000000100015,GST 18%,599,555,315,315,10
6100185,SHAMPOOO CONTAINER,HOME APPLIENCES,9000000110014,GST 18%,220,185,95,95,1
6200400,SS LUNCH BOX,LUNCH BOX,9000000120013,GST 12%,510,400,255,255,9
6300385,SS LUNCH BOX,LUNCH BOX,9000000130012,GST 12%,490,385,232,232,9
6400145,SOAP CASE,HOME APPLIENCES,9000000140011,GST 18%,205,145,83,83,17
6500110,SOAP CASE,HOME APPLIENCES,9000000150010,GST 18%,165,110,60,60,3
6601120,SS LUNCH BOX,LUNCH BOX,9000000160019,GST 12%,1310,1120,590,590,3
6700600,SHAMPOO DISPENSOR,HOME APPLIENCES,9000000170018,GST 18%,789,600,232,232,12
12345678,SCHOOLBAG,BAGS,9000000180017,GST 18%,500,450,300,300,0
1000580,SCHOOL BAG,BAGS,9000000190016,GST 18%,700,580,310,310,10
9000095,HAND PURSE ,BAGS,9000000200012,GST 18%,120,95,55,55,13
2000415,SCHOOL BAG,BAGS,9000000210011,GST 18%,505,415,230,230,2
1000165,HAND PURSE,BAGS,9000000220010,GST 18%,200,165,90,90,2
1100160,HAND PURSE,BAGS,9000000230019,GST 18%,195,160,85,85,1
3000685,SCHOOL BAG,BAGS,9000000240018,GST 18%,825,685,380,380,1
1200325,HAND PURSE,BAGS,9000000250017,GST 18%,415,325,180,180,5
4001045,SCHOOL BAG,BAGS,9000000260016,GST 18%,1230,1045,580,580,0
1300200,HAND PURSE,BAGS,9000000270015,GST 18%,240,200,110,110,1
5000955,SCHOOL BAG,BAGS,9000000280014,GST 18%,1170,955,530,530,1
1400245,HAND PURSE,BAGS,9000000290013,GST 18%,325,245,135,135,2
6000415,SCHOOL BAG,BAGS,9000000300019,GST 18%,505,415,230,230,0
1500360,HAND PURSE,BAGS,9000000310018,GST 18%,410,360,200,200,2
7000505,SCHOOL BAG,BAGS,9000000320017,GST 18%,630,505,280,280,-6
1600200,HAND PURSE,BAGS,9000000330016,GST 18%,250,200,110,110,8
8000390,SCHOOL BAG,BAGS,9000000340015,GST 18%,470,390,215,215,2
1700165,HAND PURSE,BAGS,9000000350014,GST 18%,205,165,90,90,2
1800270,HAND PURSE,BAGS,9000000360013,GST 18%,320,270,150,150,5
1900180,HAND PURSE,BAGS,9000000370012,GST 18%,225,180,100,100,0
2000165,HAND PURSE,BAGS,9000000380011,GST 18%,205,165,90,90,5
2100235,HAND PURSE,BAGS,9000000390010,GST 18%,285,235,130,130,0
2200225,HAND PURSE,BAGS,9000000400016,GST 18%,275,225,125,125,4
2300120,HAND PURSE,BAGS,9000000410015,GST 18%,160,120,65,65,9
2400155,HAND PURSE,BAGS,9000000420014,GST 18%,195,155,85,85,1
2500110,HAND PURSE,BAGS,9000000430013,GST 18%,150,110,60,60,2
2600115,HAND PURSE,BAGS,9000000440012,GST 18%,160,115,65,65,13
2700090,HAND PURSE,BAGS,9000000450011,GST 18%,130,90,50,50,2
2800080,HSND PURSE,BAGS,9000000460010,GST 18%,110,80,45,45,3
2900495,HAND BAG,BAGS,9000000470019,GST 18%,540,495,275,275,1
3001155,HAND BAG,BAGS,9000000480018,GST 18%,1300,1155,640,640,1
3101495,HAND BAG,BAGS,9000000490017,GST 18%,1705,1495,830,830,1
3201305,LADIES BAG,BAGS,9000000500013,GST 18%,1510,1305,725,725,1
3300955,LADIES BAG,BAGS,9000000510012,GST 18%,1010,955,530,530,1
3401530,LADIES BAG,BAGS,9000000520011,GST 18%,1960,1530,850,850,2
3501440,LADIES BAG,BAGS,9000000530010,GST 18%,1650,1440,800,800,2
3601405,LADIES BAG,BAGS,9000000540019,GST 18%,1610,1405,780,780,2
3701080,LADIES BAG,BAGS,9000000550018,GST 18%,1250,1080,600,600,2
3801135,LADIES BAG,BAGS,9000000560017,GST 18%,1300,1135,630,630,0
3900920,LADIES BAG,BAGS,9000000570016,GST 18%,1100,920,510,510,1
4002490,LADIES BAG,BAGS,9000000580015,GST 18%,2725,2490,1380,1380,1
4102700,LADIES BAG,BAGS,9000000590014,GST 18%,3010,2700,1500,1500,2
4200110,LADIES BAG,BAGS,9000000600010,GST 18%,140,110,60,60,2
4300320,Water Bottle,HOME APPLIENCES,9000000610019,GST 18%,420,320,180,180,19
6800200,clock wood,HOME APPLIENCES,9000000620018,GST 18%,260,200,85,85,1
6900240,CLOCK WOOD,HOME APPLIENCES,9000000630017,GST 18%,300,240,110,110,0
4400245,Water Bottle,HOME APPLIENCES,9000000640016,GST 18%,320,245,135,135,25
7000350,CLOCK WOOD,HOME APPLIENCES,9000000650015,GST 18%,430,350,150,150,1
4500260,Water Bottle,HOME APPLIENCES,9000000660014,GST 18%,350,260,140,140,0
7100425,CLOCK WOOD,HOME APPLIENCES,9000000670013,GST 18%,500,425,175,175,1
4600220,Water Bottle,HOME APPLIENCES,9000000680012,GST 18%,280,220,120,120,20
7200525,clock wood,HOME APPLIENCES,9000000690011,GST 18%,600,525,200,200,2
4700400,Water Bottle,HOME APPLIENCES,9000000700017,GST 18%,500,400,220,220,11
7300500,clock wood,HOME APPLIENCES,9000000710016,GST 18%,590,500,190,190,1
4800345,Water Bottle,HOME APPLIENCES,9000000720015,GST 18%,425,345,190,190,10
7400560,clock wood,HOME APPLIENCES,9000000730014,GST 18%,630,560,235,235,1
4900165,Water Bottle,HOME APPLIENCES,9000000740013,GST 18%,210,165,80,80,1
5000190,Water Bottle,HOME APPLIENCES,9000000750012,GST 18%,230,190,105,105,0
7500700,CLOCK WOOD,HOME APPLIENCES,9000000760011,GST 18%,770,700,280,280,2
7600600,CLOCK WOOD,HOME APPLIENCES,9000000770010,GST 18%,700,600,135,135,0
7700560,SUPER CAR,TOYS,9000000780019,GST 12%,650,560,260,260,2
7800450,CLASSIC VINTAGE,TOYS,9000000790018,GST 12%,550,450,200,200,7
7900750,BIG MACHINE GUN,TOYS,9000000800014,GST 12%,900,750,3540,3540,1
8000350,3D LIGHT CAR,TOYS,9000000810013,GST 12%,450,350,150,150,0
8100320,MODEL CAR,TOYS,9000000820012,GST 12%,420,320,140,140,7
8200075,JUMP ROPE,TOYS,9000000830011,GST 12%,110,75,30,30,14
8300600,EMULATION CAR,TOYS,9000000840010,GST 12%,710,600,260,260,1
8400350,AIRPORT EXPRESS,TOYS,9000000850019,GST 12%,460,350,170,170,1
8500600,ROBOT,TOYS,9000000860018,GST 12%,720,600,250,250,1
8600130,CHACK STICKER,TOYS,9000000870017,GST 12%,160,130,65,65,10
8700080,BABY KITCHEN SET,TOYS,9000000880016,GST 12%,110,80,35,35,0
8800600,GITAR,TOYS,9000000890015,GST 12%,750,600,270,270,1
8901200,CLASSICAL GITAR,TOYS,9000000900011,GST 12%,1450,1200,480,480,2
9001100,JCB,TOYS,9000000910010,GST 12%,1350,1100,500,500,2
9100850,JCB,TOYS,9000000920019,GST 12%,1100,850,350,350,1
9200850,CARROM BOARD,TOYS,9000000930018,GST 12%,1050,850,400,400,5
9300700,CRICKET BAT NIKE,TOYS,9000000940017,GST 12%,950,700,300,300,6
9400500,OONJAL,TOYS,9000000950016,GST 12%,650,500,220,220,1
9500240,FOOTBALL,TOYS,9000000960015,GST 12%,300,240,110,110,9
9600075,BINOCULAR,TOYS,9000000970014,GST 12%,110,75,22,22,10
9700075,BINOCULAR,TOYS,9000000980013,GST 12%,110,75,25,25,10
9800450,PIANO,TOYS,9000000990012,GST 12%,510,450,160,160,5
9900610,GITAR,TOYS,9000001000017,GST 12%,755,610,275,275,9
1000230,GUN,TOYS,9000001010016,GST 12%,300,230,110,110,9
1010370,WALKITOKI,TOYS,9000001020015,GST 12%,420,370,185,185,7
1020440,VEGETABLE SHOP,TOYS,9000001030014,GST 12%,520,440,220,220,4
1030400,WIRELESS MICROPHONE,TOYS,9000001040013,GST 12%,510,400,200,200,0
1040950,COGO CITY,TOYS,9000001050012,GST 12%,950,700,320,320,1
1051050,COGO CITY,TOYS,9000001060011,GST 12%,1200,1050,550,550,2
1060600,MINI AEROPLANE,TOYS,9000001070010,GST 12%,710,600,285,285,4
1070300,MIXED CAR & PLANE,TOYS,9000001080019,GST 12%,390,300,135,135,8
10801100,HELICOPTOR,TOYS,9000001090018,GST 12%,1250,1100,530,530,3
10901400,HK- 607HELECOPTER,TOYS,9000001100014,GST 12%,1600,1400,650,650,6
1100950,KEY BOARD,TOYS,9000001110013,GST 12%,1100,950,450,450,3
1111100,CANTO PIANO,TOYS,9000001120012,GST 12%,1250,1100,530,530,3
1122000,BLOCKS,TOYS,9000001130011,GST 12%,2250,2000,950,950,2
1132050,BEAT SET,TOYS,9000001140010,GST 12%,2300,2050,950,950,2
1140650,PLAYER WORLD,TOYS,9000001150019,GST 12%,750,650,375,375,0
1151000,TOMIS,TOYS,9000001160018,GST 12%,1210,1000,480,480,1
1160050,BUBBLES,TOYS,9000001170017,GST 12%,72,50,23,23,6
1171100,ELECTRONIC VAGON,TOYS,9000001180016,GST 12%,1250,1100,525,525,2
1180065,STUNT CAR,TOYS,9000001190015,GST 12%,85,65,30,30,25
1190100,SPINNING,TOYS,9000001200011,GST 12%,125,100,50,50,11
1200120,JUSTICE CAR,TOYS,9000001210010,GST 12%,150,120,55,55,8
1210115,HELECOPTER,TOYS,9000001220019,GST 12%,145,115,55,55,22
1220125,PLANE MODEL,TOYS,9000001230018,GST 12%,155,125,55,55,21
1230170,HELECOPTER,TOYS,9000001240017,GST 12%,210,170,85,85,4
1241550,COM. NOTE BOOK,TOYS,9000001250016,GST 12%,2100,1550,725,725,4
1250025,TANKER,TOYS,9000001260015,GST 12%,35,25,11,11,4
1260095,WILD ANIMALS,TOYS,9000001270014,GST 12%,110,95,45,45,39
1270150,LETTERS,TOYS,9000001280013,GST 12%,175,150,111,111,4
1280040,GLITTER BIRD,TOYS,9000001290012,GST 12%,55,40,24,24,4
1290570,REDIMIX,TOYS,9000001300018,GST 12%,630,570,280,280,2
1301100,TANKER HEAVY,TOYS,9000001310017,GST 12%,1250,1100,550,550,1
1310250,JCB,TOYS,9000001320016,GST 12%,290,250,100,100,4
1320250,AIR BUS,TOYS,9000001330015,GST 12%,300,250,125,125,1
1330500,ROBOT,TOYS,9000001340014,GST 12%,615,500,235,235,3
1340200,TRAIN HIGH SPEED,TOYS,9000001350013,GST 12%,300,200,85,85,0
1350100,ROBOT,TOYS,9000001360012,GST 12%,150,100,45,45,0
1360100,CAR WITH MINI,TOYS,9000001370011,GST 12%,135,100,38,38,15
1370110,SMALL CAR,TOYS,9000001380010,GST 12%,140,110,55,55,-2
1380300,FIRE & FIGHT,TOYS,9000001390019,GST 12%,400,300,145,145,0
1390160,TOOLS SET,TOYS,9000001400015,GST 12%,220,160,75,75,1
1400220,ADVN ROBOT,TOYS,9000001410014,GST 12%,250,220,95,95,1
1410060,DRUM DUCK,TOYS,9000001420013,GST 12%,85,60,30,30,12
1420150,CUBE ROUND,TOYS,9000001430012,GST 12%,200,150,70,70,2
1430260,HOCK STICK,TOYS,9000001440011,GST 12%,315,260,125,125,8
1440150,FIGHTER PLANE,TOYS,9000001450010,GST 12%,195,150,62,62,-12
1450300,MODERN TRUCK,TOYS,9000001460019,GST 12%,400,300,145,145,0
1460160,CLEMS BALL,TOYS,9000001470018,GST 12%,210,160,75,75,3
1470300,DINING SET,TOYS,9000001480017,GST 12%,400,300,145,145,2
1480390,DANCING PRINCE,TOYS,9000001490016,GST 12%,460,390,185,185,1
1490650,PRINCESS TOYS,TOYS,9000001500012,GST 12%,800,650,320,320,3
1500500,PRINCESS TOYS,TOYS,9000001510011,GST 12%,620,500,240,240,2
1510500,PRINCESS TOYS,TOYS,9000001520010,GST 12%,620,500,240,240,2
1520600,PRINCESS TOYS,TOYS,9000001530019,GST 12%,710,600,280,280,3
1530200,PRINCESS TOYS,TOYS,9000001540018,GST 12%,280,200,90,90,-1
1540350,PRINCESS TOYS,TOYS,9000001550017,GST 12%,410,350,170,170,1
1550500,TANGO PANIC,TOYS,9000001560016,GST 12%,615,500,240,240,6
1560250,POWER GUN,TOYS,9000001570015,GST 12%,315,250,110,110,6
1570040,DUCK,TOYS,9000001580014,GST 12%,60,40,18,18,7
1580085,MINI TRUCK,TOYS,9000001590013,GST 12%,110,85,42,42,8
1590060,MINI CAR,TOYS,9000001600019,GST 12%,80,60,25,25,8
1600050,MINI AUTO,TOYS,9000001610018,GST 12%,65,50,25,25,4
1618085,MINI TRUCK,TOYS,9000001620017,GST 12%,110,85,42,42,9
1620350,MACHINE GUN,TOYS,9000001630016,GST 12%,430,350,165,165,2
1630060,AMBULANCE,TOYS,9000001640015,GST 12%,95,60,26,26,10
1640250,QUITS RING,TOYS,9000001650014,GST 12%,300,250,115,115,5
1650300,HOVER BALL,TOYS,9000001660013,GST 12%,400,300,140,140,2
1660250,DOCTOR SET,TOYS,9000001670012,GST 12%,325,250,110,110,4
1670070,DORAEMON,TOYS,9000001680011,GST 12%,90,70,27,27,13
1680220,STRICKE GUN,TOYS,9000001690010,GST 12%,300,220,110,110,5
1690600,HEART FULL BIRD,TOYS,9000001700016,GST 12%,725,600,285,285,0
1700370,KINGFISHER AIR,TOYS,9000001710015,GST 12%,450,370,175,175,3
1710550,CYBER DRONE,TOYS,9000001720014,GST 12%,625,550,235,235,6
1720160,MAGIC SLATE,TOYS,9000001730013,GST 12%,180,160,75,75,9
1730160,MAGIC SLATE,TOYS,9000001740012,GST 12%,180,160,75,75,2
1740350,DRUM SET JAZZ,TOYS,9000001750011,GST 12%,415,350,165,165,4
1750250,FARM ANIMALS,TOYS,9000001760010,GST 12%,310,250,115,115,3
1760160,YELLOW DUCK,TOYS,9000001770019,GST 12%,180,160,90,90,2
1770150,DUCK FAMILY,TOYS,9000001780018,GST 12%,175,150,85,85,4
1780050,LAZER LIGHT,TOYS,9000001790017,GST 12%,60,50,23,23,43
1800999,JCB,TOYS,9000001800013,GST 12%,1080,999,450,450,3
1810150,DYNAMIC SABY,TOYS,9000001810012,GST 12%,225,150,85,85,1
1820150,BEER DRUM,TOYS,9000001820011,GST 12%,225,150,75,75,0
1830080,COIN BOX,TOYS,9000001830010,GST 12%,95,80,42,42,6
1840150,CUTE PEN,TOYS,9000001840019,GST 12%,185,150,70,70,6
1850150,LETTERS,TOYS,9000001850018,GST 12%,180,150,80,80,8
1862200,LH-XIB DRONE,TOYS,9000001860017,GST 12%,2400,2200,1000,1000,2
1872400,AIRCRAFT DRONE,TOYS,9000001870016,GST 12%,2700,2400,1100,1100,1
1882500,14+ DRONE,TOYS,9000001880015,GST 12%,2800,2500,1200,1200,2
1892600,LH-X10- DRONE,TOYS,9000001890014,GST 12%,2900,2600,1250,1250,2
1900650,AVENGER CAR,TOYS,9000001900010,GST 12%,800,650,300,300,6
1910050,GLITTER BALL,TOYS,9000001910019,GST 12%,60,50,24,24,6
1920260,CRICKET BAT,TOYS,9000001920018,GST 12%,315,260,75,75,4
1930500,CRICKET BAT,TOYS,9000001930017,GST 12%,625,500,225,225,11
1940300,CRICKET BAT,TOYS,9000001940016,GST 12%,390,300,90,90,5
1950300,CRICKET BAT,TOYS,9000001950015,GST 12%,400,300,100,100,6
1960250,CRICKET BAT,TOYS,9000001960014,GST 12%,350,250,110,110,7
1970265,CRICKET BAT,TOYS,9000001970013,GST 12%,320,265,85,85,3
1790050,DOCTOR BAG,TOYS,9000001980012,GST 12%,60,50,23,23,9
2011200,TRUMP CARGO TRUCK,TOYS,9000001990011,GST 12%,1425,1200,627.2,627.2,2
2022200,TRUCK,TOYS,9000002000016,GST 12%,2495,2200,1092,1092,2
2031150,POWER RX-CAR,TOYS,9000002010015,GST 12%,1275,1150,560,560,-1
2041000,BONCER CAR,TOYS,9000002020014,GST 12%,1250,1000,492,492,2
2052000,CLIMPING CAR,TOYS,9000002030013,GST 12%,2500,2000,924,924,2
2062100,RADIO CONTROL CAR,TOYS,9000002040012,GST 12%,2350,2100,963,963,1
2072200,BM-2051-CAR,TOYS,9000002050011,GST 12%,2400,2200,1075,1075,0
2082200,LH-X31 DRONE,TOYS,9000002060010,GST 12%,2410,2200,1064,1064,2
2093000,DHX-10 DRONE,TOYS,9000002070019,GST 12%,3250,3000,1512,1512,1
2101300,RACING CAR,TOYS,9000002080018,GST 12%,1420,1300,616,616,2
2111500,SUPER CAR,TOYS,9000002090017,GST 12%,1625,1500,784,784,0
2121600,CROSS ENTRY BIKE,TOYS,9000002100013,GST 12%,1725,1600,772,772,1
2131800,DINOSER,TOYS,9000002110012,GST 12%,1925,1800,851,851,2
2141700,DINOSER,TOYS,9000002120011,GST 12%,1825,1700,840,840,1
2152350,DINOSER,TOYS,9000002130010,GST 12%,2550,2350,1176,1176,3
2160800,PUMBER TRUCK,TOYS,9000002140019,GST 12%,925,800,369,369,1
2172510,RACING CAR,TOYS,9000002150018,GST 12%,2800,2510,1260,1260,2
2181850,SUPER RACING,TOYS,9000002160017,GST 12%,2050,1850,924,924,3
2191800,LUXURY CAR,TOYS,9000002170016,GST 12%,2010,1800,896,896,2
2201200,AVIATION PLANE,TOYS,9000002180015,GST 12%,1350,1200,588,588,2
2210450,FUSION CARRIAGE,TOYS,9000002190014,GST 12%,495,450,207,207,5
2221500,JCB,TOYS,9000002200010,GST 12%,1650,1500,728,728,1
2230750,DINOSER,TOYS,9000002210019,GST 12%,900,750,336,336,2
2240050,KIT CHIVERIO,FANCY,9000002220018,GST 5%,65,50,20,20,89
2250050,HANG ROUND,FANCY,9000002230017,GST 5%,65,50,20,20,20
2260060,HAND ROUND,FANCY,9000002240016,GST 5%,80,60,25,25,55
2270200,RAINBOW ROUND,FANCY,9000002250015,GST 5%,280,200,50,50,3
2280200,HAND ELIPS,FANCY,9000002260014,GST 5%,280,200,50,50,2
2290250,HAND SQUARE,FANCY,9000002270013,GST 5%,310,250,65,65,0
2300150,HAND SQUARE,FANCY,9000002280012,GST 5%,210,150,40,40,3
2310160,HAND TREE,FANCY,9000002290011,GST 5%,220,160,45,45,1
2320120,HAND ROUND,FANCY,9000002300017,GST 5%,160,120,35,35,3
2330200,HAND SQUARE,FANCY,9000002310016,GST 5%,280,200,55,55,3
2340200,HAND SEMI ROUND,FANCY,9000002320015,GST 5%,280,200,55,55,3
2350190,HAND SWORD,FANCY,9000002330014,GST 5%,225,190,50,50,3
2360030,KEY CHAIN,FANCY,9000002340013,GST 5%,40,30,15,15,21
2370015,KEY CHAIN,FANCY,9000002350012,GST 5%,20,15,8,8,12
2380150,HANG SQUARE,FANCY,9000002360011,GST 5%,200,150,40,40,12
2390030,KEYCHAIN BELL,FANCY,9000002370010,GST 5%,45,30,13,13,19
2400140,KEY CHAIN,FANCY,9000002380019,GST 5%,180,140,60,60,19
2410200,KEY CHAIN,FANCY,9000002390018,GST 5%,225,200,75,75,4
2420100,KET CHAIN,FANCY,9000002400014,GST 5%,140,100,40,40,9
2430100,KEY CHAIN,FANCY,9000002410013,GST 5%,140,100,40,40,3
2440110,key chain,FANCY,9000002420012,GST 5%,150,110,42,42,3
2450075,KEY CHAIN,FANCY,9000002430011,GST 5%,95,75,30,30,21
2460100,ELECTRIC KEY CHAIN,FANCY,9000002440010,GST 5%,135,100,50,50,23
2470050,KEY CHAIN,FANCY,9000002450019,GST 5%,65,50,25,25,2
2480070,KEY CHAIN,FANCY,9000002460018,GST 5%,95,70,35,35,5
2490110,KEY CHAIN,FANCY,9000002470017,GST 5%,125,110,45,45,14
2400060,KEY CHAIN,FANCY,9000002480016,GST 5%,75,60,25,25,0
2610065,KEY CHAIN,FANCY,9000002490015,GST 5%,80,65,30,30,0
2520100,KEY CHAIN,FANCY,9000002500011,GST 5%,125,100,40,40,2
2530060,KEY CHAIN,FANCY,9000002510010,GST 5%,85,60,27,27,1
2540025,KEY CHAIN,FANCY,9000002520019,GST 5%,35,25,15,15,17
2550040,SCISSORS,FANCY,9000002530018,GST 5%,55,40,16,16,7
2560200,KEY CHAIN,FANCY,9000002540017,GST 5%,240,200,125,125,3
2570160,KEY CHAIN,FANCY,9000002550016,GST 5%,200,160,80,80,6
2580100,KEY CHAIN,FANCY,9000002560015,GST 5%,135,100,40,40,12
2590150,KEY CHAIN,FANCY,9000002570014,GST 5%,205,150,77,77,10
2600170,KEY CHAIN,FANCY,9000002580013,GST 5%,210,170,80,80,12
2610125,KEY CHAIN,FANCY,9000002590012,GST 5%,160,125,60,60,4
2620150,KEY CHAIN,FANCY,9000002600018,GST 5%,210,150,65,65,12
2500060,KEY CHAIN,FANCY,9000002610017,GST 5%,75,60,25,25,4
2510065,KEY CHAIN,FANCY,9000002620016,GST 5%,80,65,30,30,6
2640560,LADIES BAG,BAGS,9000002630015,GST 18%,700,560,280,280,0
2650800,LADIES BAG,BAGS,9000002640014,GST 18%,950,800,375,375,2
2660800,LADIES BAG,BAGS,9000002650013,GST 18%,950,800,400,400,0
2670750,LADIES BAG,BAGS,9000002660012,GST 18%,900,750,350,350,0
2680700,LADIES BAG,BAGS,9000002670011,GST 18%,850,700,350,350,1
2690550,LADIES BAG,BAGS,9000002680010,GST 18%,650,550,250,250,0
2700800,LADIES BAG,BAGS,9000002690019,GST 18%,925,800,375,375,0
2710775,LADIES BAG,BAGS,9000002700015,GST 18%,900,775,375,375,2
2720725,LADIES BAG,BAGS,9000002710014,GST 18%,825,725,350,350,2
2730550,LADIES BAG,BAGS,9000002720013,GST 18%,700,550,250,250,2
2740800,LADIES BAG,BAGS,9000002730012,GST 18%,925,800,375,375,2
2750750,LADIES BAG,BAGS,9000002740011,GST 18%,900,750,375,375,0
2760675,LADIES BAG,BAGS,9000002750010,GST 18%,800,675,325,325,1
2770600,LADIES BAG,BAGS,9000002760019,GST 18%,715,600,280,280,1
2780825,LADIES BAG,BAGS,9000002770018,GST 18%,950,825,400,400,2
2790800,LADIES BAG,BAGS,9000002780017,GST 18%,925,800,375,375,3
2800400,LADIES BAG,BAGS,9000002790016,GST 18%,500,400,200,200,2
2810750,LADIES BAG,BAGS,9000002800012,GST 18%,900,750,350,350,0
2820550,LADIES BAG,BAGS,9000002810011,GST 18%,650,550,250,250,0
2830700,LADIES BAG,BAGS,9000002820010,GST 18%,800,700,350,350,2
2840650,LADIES BAG,BAGS,9000002830019,GST 18%,800,650,280,280,0
2850900,LADIES BAG,BAGS,9000002840018,GST 18%,990,900,400,400,1
2861200,LADIES BAG,BAGS,9000002850017,GST 18%,1350,1200,550,550,0
2870950,LADIES BAG,BAGS,9000002860016,GST 18%,1100,950,450,450,1
2880850,LADIES BAG,BAGS,9000002870015,GST 18%,1050,850,400,400,0
2890300,LADIES BAG,BAGS,9000002880014,GST 18%,400,300,150,150,0
2900220,LADIES BAG,BAGS,9000002890013,GST 18%,290,220,110,110,1
2910280,LADIES BAG,BAGS,9000002900019,GST 18%,325,280,135,135,1
2920285,LADIES BAG,BAGS,9000002910018,GST 18%,330,285,140,140,2
2930270,LADIES BAG,BAGS,9000002920017,GST 18%,340,270,145,145,0
2940280,LADIES BAG,BAGS,9000002930016,GST 18%,315,280,140,140,0
2950225,LADIES BAG,BAGS,9000002940015,GST 18%,280,225,100,100,0
2960250,LADIES BAG,BAGS,9000002950014,GST 18%,300,250,120,120,10
2970340,LADIES BAG,BAGS,9000002960013,GST 18%,425,340,170,170,0
3010700,LADIES BAG,BAGS,9000002970012,GST 18%,800,700,350,350,2
3020600,LADIES BAG,BAGS,9000002980011,GST 18%,720,600,290,290,1
3030650,LADIES BAG,BAGS,9000002990010,GST 18%,750,650,300,300,0
3040500,LADIES BAG,BAGS,9000003000015,GST 18%,625,500,225,225,5
3051200,LADIES BAG,BAGS,9000003010014,GST 18%,1350,1200,630,630,0
3060375,LADIES BAG,BAGS,9000003020013,GST 18%,450,375,150,150,3
3070900,LADIES BAG,BAGS,9000003030012,GST 18%,1050,900,425,425,4
3080550,LADIES BAG,BAGS,9000003040011,GST 18%,670,550,250,250,9
3091350,LADIES BAG,BAGS,9000003050010,GST 18%,1550,1350,625,625,3
3101250,LADIES BAG,BAGS,9000003060019,GST 18%,1450,1250,800,800,1
3111100,LADIES BAG,BAGS,9000003070018,GST 18%,1250,1100,650,650,3
3121100,LADIES BAG,BAGS,9000003080017,GST 18%,1250,1100,550,550,1
3131400,LADIES BAG,BAGS,9000003090016,GST 18%,1500,1400,750,750,3
3141350,LADIES BAG,BAGS,9000003100012,GST 18%,1450,1350,650,650,2
3151000,LADIES BAG,BAGS,9000003110011,GST 18%,1200,1000,525,525,0
3161350,LADIES BAG,BAGS,9000003120010,GST 18%,1500,1350,650,650,2
3170450,LADIES BAG,BAGS,9000003130019,GST 18%,600,450,290,290,3
3180300,LADIES BAG,BAGS,9000003140018,GST 18%,390,300,120,120,2
3190300,LADIES BAG,BAGS,9000003150017,GST 18%,400,300,130,130,1
3200500,LADIES BAG,BAGS,9000003160016,GST 18%,600,500,275,275,2
3210500,LADIES BAG,BAGS,9000003170015,GST 18%,600,500,250,250,1
3220550,LADIES BAG,BAGS,9000003180014,GST 18%,650,550,265,265,1
3230550,LADIES BAG,BAGS,9000003190013,GST 18%,650,550,275,275,1
3240550,LADIES BAG,BAGS,9000003200019,GST 18%,650,550,275,275,1
3250550,LADIES BAG,BAGS,9000003210018,GST 18%,650,550,275,275,0
2980930,LADIES BAG,BAGS,9000003220017,GST 18%,1050,930,530,530,8
2990750,LADIES BAG,BAGS,9000003230016,GST 18%,900,750,400,400,0
3001100,LADIES BAG,BAGS,9000003240015,GST 18%,1280,1100,700,700,6
3260450,HAND PURSE LADIES,BAGS,9000003250014,GST 18%,550,450,240,240,0
3270400,LADIES HAND PURSE,BAGS,9000003260013,GST 18%,450,400,205,205,2
3280120,LADIES HAND PURSE,BAGS,9000003270012,GST 18%,160,120,42,42,6
3290140,LADIES HAND PURSE,BAGS,9000003280011,GST 18%,180,140,50,50,2
3300150,LADIES HAND PURSE,BAGS,9000003290010,GST 18%,195,150,50,50,4
3310110,LADIES HAND PURSE,BAGS,9000003300016,GST 18%,150,110,45,45,8
3320150,LADIES HAND PURSE,BAGS,9000003310015,GST 18%,195,150,72,72,6
3331850,GENTS BAG,BAGS,9000003320014,GST 18%,1940,1850,825,825,1
3342400,GENTS BAG,BAGS,9000003330013,GST 18%,2575,2400,1090,1090,1
3351400,GENTS BAG,BAGS,9000003340012,GST 18%,1525,1400,745,745,1
3362000,GENTS BAG,BAGS,9000003350011,GST 18%,2250,2000,900,900,0
3371845,GENS BAG,BAGS,9000003360010,GST 18%,1945,1845,895,895,1
3381600,GENTS BAG,BAGS,9000003370019,GST 18%,1695,1600,890,890,1
3390225,LADIES HAND PURSE,BAGS,9000003380018,GST 18%,265,225,145,145,2
3400150,LADIES HAND PURSE,BAGS,9000003390017,GST 18%,190,150,72,72,4
3410260,LADIES HAND PURSE,BAGS,9000003400013,GST 18%,315,260,130,130,0
