suppliername,invoiceno,taxtype,gst(y/n),itemname,qty,cp,mrp,sp,framemultipletype(y/n),frametype,framecolour,framesize,framemodel
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,BANRAYS,3,200,1180,1180,N,NONE,NONE,NONE,CK16T151/54
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,GARFIELD,1,200,550,550,N,NONE,NONE,NONE,GRL 071
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,GLOBUS,1,200,1800,1800,N,NONE,NONE,NONE,GFD 11081
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,GLOBUS,1,200,1950,1950,N,NONE,NONE,NONE,GB 19264
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,GLOBUS,1,200,900,900,N,NONE,NONE,NONE,GS 1012
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,FIFILUANG GING,1,200,650,650,N,NONE,NONE,NONE,TR 004
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,BANRAYS,2,200,850,850,N,NONE,NONE,NONE,SK 1173
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,BANRAYS,2,200,1200,1200,N,NONE,NONE,NONE,CK16T138/52
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,BANRAYS,3,200,1300,1300,N,NONE,NONE,NONE,CK16T133/53
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,BANRAYS,2,200,1200,1200,N,NONE,NONE,NONE,CK16T137/52
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,BANRAYS,1,200,1900,1900,N,NONE,NONE,NONE,BR 1516
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,RADIANCE,1,200,1080,1080,N,NONE,NONE,NONE,R 1001
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,BANRAYS,1,200,750,750,N,NONE,NONE,NONE,SK 1155
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,SPECSI,1,200,1150,1150,N,NONE,NONE,NONE,MOD 1144
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,BANRAYS,1,200,750,750,N,NONE,NONE,NONE,SK 1136
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,1,200,2200,2200,N,NONE,NONE,NONE,FUSION-GO AHEAD
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,1,200,1800,1800,N,NONE,NONE,NONE,ECO FRIENDLY-9021E
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,1,200,1580,1580,N,NONE,NONE,NONE,ECO FRIENDLY-HAPPER
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,3,200,2200,2200,N,NONE,NONE,NONE,FLEXIBLE-OBI 
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,GOLDSTAR ,1,200,780,780,N,NONE,NONE,NONE,H 87
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,GOLDSTAR,1,200,480,480,N,NONE,NONE,NONE,GSB 7002
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,EYEQUE,1,200,500,500,N,NONE,NONE,NONE,M 5013
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,LERNY JOHN,1,200,600,600,N,NONE,NONE,NONE,LERNY 053
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,GOLDSTAR,1,200,900,900,N,NONE,NONE,NONE,19379
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,BANRAYS,1,200,1150,1150,N,NONE,NONE,NONE,BR 1517
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,STAR LINE,3,200,980,980,N,NONE,NONE,NONE,M 1012/4010
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,BANRAYS,1,200,500,500,N,NONE,NONE,NONE,2107
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,BANRAYS,1,200,1200,1200,N,NONE,NONE,NONE,CK16T148/51
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,BANRAYS,2,200,2000,2000,N,NONE,NONE,NONE,CK16T147/55
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,METALIC,1,200,480,480,N,NONE,NONE,NONE,LONGER
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,TOMHARDY,1,200,1200,1200,N,NONE,NONE,NONE,TH 18015
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,TIMEX,4,200,3500,3500,N,NONE,NONE,NONE,TIMEX
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,AZZARO,1,200,5999,5999,N,NONE,NONE,NONE,AZ 50414
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,GUY LAROCHE,1,200,7800,7800,N,NONE,NONE,NONE,GL 174 C024
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,GUY LAROCHE,1,200,6800,6800,N,NONE,NONE,NONE,GL 178 C021
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,FEATHER,1,200,4150,4150,N,NONE,NONE,NONE,FR 994
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,RAYBAN,1,200,4690,4690,N,NONE,NONE,NONE,RB 6431 3065
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,HOO,1,200,3330,3330,N,NONE,NONE,NONE,3606
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,VOGUE,1,200,4990,4990,N,NONE,NONE,NONE,VO 5053 W44
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,VOGUE,1,200,6090,6090,N,NONE,NONE,NONE,VO 5314 W44
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,VOGUE,1,200,6590,6590,N,NONE,NONE,NONE,VO 2765-V W656
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,VOGUE,1,200,3790,3790,N,NONE,NONE,NONE,VO 5179-IW44
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,GOTTI,1,200,11800,11800,N,NONE,NONE,NONE,ODIN BRO-140
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,GOTTI,1,200,15900,15900,N,NONE,NONE,NONE,SANDY BLKM-S137
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,RAYBAN,1,200,8090,8090,N,NONE,NONE,NONE,RB 5228 5405
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,RAYBAN,1,200,5090,5090,N,NONE,NONE,NONE,RB 70901 2012
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,RAYBAN,1,200,7590,7590,N,NONE,NONE,NONE,RB 5272 2000
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,VOGUE,1,200,4390,4390,N,NONE,NONE,NONE,VO 4053-I 352-S
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,RAYBAN,1,200,4390,4390,N,NONE,NONE,NONE,RB 53791 2012
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,CARRERA,1,200,6400,6400,N,NONE,NONE,NONE,CA7579
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,1,200,1580,1580,N,NONE,NONE,NONE,ECO FRIENDLY-HANG ON 3
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,2,200,2300,2300,N,NONE,NONE,NONE,FUSION OFF BEAT
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,1,200,2200,2200,N,NONE,NONE,NONE,FUSION GO AHEAD 
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,1,200,2500,2500,N,NONE,NONE,NONE,FUSION UN PLUG
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,1,200,2100,2100,N,NONE,NONE,NONE,PMF-317 TF 44
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,2,200,1580,1580,N,NONE,NONE,NONE,ECO FRIENDLY 9019E
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,1,200,2200,2200,N,NONE,NONE,NONE,PMF 5015 A 
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,1,200,2200,2200,N,NONE,NONE,NONE,FUSION KNOCK OUT
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,7,200,1900,1900,N,NONE,NONE,NONE,BLUEBLOCK
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,2,200,1100,1100,N,NONE,NONE,NONE,PMS 601
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,7,200,1100,1100,N,NONE,NONE,NONE,POLARISED S G 
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,1,200,2050,2050,N,NONE,NONE,NONE,FLEXIBLE OXY-BLK
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,1,200,2050,2050,N,NONE,NONE,NONE,FLEXIBLE AMETHIST-BLU
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,5,200,2200,2200,N,NONE,NONE,NONE,FLEXIBLE-TOBI-N
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,3,200,2200,2200,N,NONE,NONE,NONE,FLEXIBLE-SUPER-4
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,2,200,2800,2800,N,NONE,NONE,NONE,FLEXIBLE-STORM-T
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,1,200,2050,2050,N,NONE,NONE,NONE,FLEXIBLE-OXY-4
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,2,200,2050,2050,N,NONE,NONE,NONE,FLEXIBLE-SQUASH-3
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,2,200,2200,2200,N,NONE,NONE,NONE,FLEXIBLE-TUCKER
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,1,200,2050,2050,N,NONE,NONE,NONE,FLEXIBLE-SUPER-BLK
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,2,200,1800,1800,N,NONE,NONE,NONE,ECO FRIENDLY-ZOE-2
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,SPECSI,1,200,1500,1500,N,NONE,NONE,NONE,MOD 6105
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,BANRAYS,1,200,950,950,N,NONE,NONE,NONE,BR 1503
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,MISTY,1,200,1100,1100,N,NONE,NONE,NONE,M 1021
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,SPECSI,1,200,1550,1550,N,NONE,NONE,NONE,MOD 7007
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,SPECSI,1,200,1200,1200,N,NONE,NONE,NONE,MOD 7002 
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,1,200,1800,1800,N,NONE,NONE,NONE,ECO FRIENDLY 9014 E
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,1,200,1800,1800,N,NONE,NONE,NONE,ECO FRIENDLY 9021 E
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,1,200,2300,2300,N,NONE,NONE,NONE,FUSION-JENETTE
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,SPECSI,1,200,1500,1500,N,NONE,NONE,NONE,MOD S 102
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,NIKE,1,200,1500,1500,N,NONE,NONE,NONE,3678
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,GOLD STAR,1,200,880,880,N,NONE,NONE,NONE,9546
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,SPECSI,1,200,1180,1180,N,NONE,NONE,NONE,M 409
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,ASME,1,200,1900,1900,N,NONE,NONE,NONE,AK 909
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,MAGIC BOY,1,200,780,780,N,NONE,NONE,NONE,MAGIC 007
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,1,200,1800,1800,N,NONE,NONE,NONE,ECO FRIENDLY 905E 1
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,PITT&MITT,1,200,2100,2100,N,NONE,NONE,NONE,FUSION-STRIKE IT 
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,FASHION  ,1,200,850,850,N,NONE,NONE,NONE,FASHION MOD 1064
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,JUNGLE BOOK ,1,200,850,850,N,NONE,NONE,NONE,M 106
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,LAMY,1,200,980,980,N,NONE,NONE,NONE,M 1020
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,BABY ,1,200,700,700,N,NONE,NONE,NONE,BABY 02
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,CHASE,1,200,850,850,N,NONE,NONE,NONE,M 324
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,SPECSI,1,200,980,980,N,NONE,NONE,NONE,M 2224
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,ROAR,1,200,1250,1250,N,NONE,NONE,NONE,R 4902
OLD_STOCK_SUPPLIER,20-21-01,Inclusive,Y,ACTIVE TIME,1,200,780,780,N,NONE,NONE,NONE,76302
